,Transaction,Date,Customer,Item_Code,Brand,Qty
18147,sales,03-Dec-23,C1,A4,Cinthol,8
18148,sales,03-Dec-23,C1,A5,Dove,10
18149,sales,03-Dec-23,C1,A6,Medimix,5
18150,sales,03-Dec-23,C2,A1,Hamam,7
18151,sales,03-Dec-23,C2,A2,LUX,2
18152,sales,03-Dec-23,C2,A3,Park Avenue,4
18153,sales,03-Dec-23,C2,A4,Cinthol,2
18154,sales,03-Dec-23,C2,A5,Dove,6
18155,sales,03-Dec-23,C2,A6,Medimix,1
18156,sales,03-Dec-23,C3,A1,Hamam,8
18157,sales,03-Dec-23,C3,A2,LUX,10
18158,sales,03-Dec-23,C3,A3,Park Avenue,1
18159,sales,03-Dec-23,C3,A4,Cinthol,10
18160,sales,03-Dec-23,C3,A5,Dove,4
18161,sales,03-Dec-23,C3,A6,Medimix,7
18162,sales,03-Dec-23,C4,A1,Hamam,7
18163,sales,03-Dec-23,C4,A2,LUX,4
18164,sales,03-Dec-23,C4,A3,Park Avenue,2
18165,sales,03-Dec-23,C4,A4,Cinthol,4
18166,sales,03-Dec-23,C4,A5,Dove,1
18167,sales,03-Dec-23,C4,A6,Medimix,9
18168,sales,03-Dec-23,C5,A1,Hamam,8
18169,sales,03-Dec-23,C5,A2,LUX,4
18170,sales,03-Dec-23,C5,A3,Park Avenue,9
18171,sales,03-Dec-23,C5,A4,Cinthol,8
18172,sales,03-Dec-23,C5,A5,Dove,6
18173,sales,03-Dec-23,C5,A6,Medimix,5
18174,sales,03-Dec-23,C6,A1,Hamam,1
18175,sales,03-Dec-23,C6,A2,LUX,7
18176,sales,03-Dec-23,C6,A3,Park Avenue,9
18177,sales,03-Dec-23,C6,A4,Cinthol,3
18178,sales,03-Dec-23,C6,A5,Dove,1
18179,sales,03-Dec-23,C6,A6,Medimix,4
18180,sales,03-Dec-23,C7,A1,Hamam,3
18181,sales,03-Dec-23,C7,A2,LUX,10
18182,sales,03-Dec-23,C7,A3,Park Avenue,1
18183,sales,03-Dec-23,C7,A4,Cinthol,7
18184,sales,03-Dec-23,C7,A5,Dove,3
18185,sales,03-Dec-23,C7,A6,Medimix,6
18186,sales,03-Dec-23,C8,A1,Hamam,8
18187,sales,03-Dec-23,C8,A2,LUX,4
18188,sales,03-Dec-23,C8,A3,Park Avenue,8
18189,sales,03-Dec-23,C8,A4,Cinthol,2
18190,sales,03-Dec-23,C8,A5,Dove,10
18191,sales,03-Dec-23,C8,A6,Medimix,5
18192,sales,03-Dec-23,C9,A1,Hamam,3
18193,sales,03-Dec-23,C9,A2,LUX,6
18194,sales,03-Dec-23,C9,A3,Park Avenue,5
18195,sales,03-Dec-23,C9,A4,Cinthol,1
18196,sales,03-Dec-23,C9,A5,Dove,9
18197,sales,03-Dec-23,C9,A6,Medimix,5
18198,sales,04-Dec-23,C1,A1,Hamam,8
18199,sales,04-Dec-23,C1,A2,LUX,6
18200,sales,04-Dec-23,C1,A3,Park Avenue,3
18201,sales,04-Dec-23,C1,A4,Cinthol,9
18202,sales,04-Dec-23,C1,A5,Dove,8
18203,sales,04-Dec-23,C1,A6,Medimix,4
18204,sales,04-Dec-23,C2,A1,Hamam,2
18205,sales,04-Dec-23,C2,A2,LUX,5
18206,sales,04-Dec-23,C2,A3,Park Avenue,3
18207,sales,04-Dec-23,C2,A4,Cinthol,6
18208,sales,04-Dec-23,C2,A5,Dove,4
18209,sales,04-Dec-23,C2,A6,Medimix,2
18210,sales,04-Dec-23,C3,A1,Hamam,5
18211,sales,04-Dec-23,C3,A2,LUX,2
18212,sales,04-Dec-23,C3,A3,Park Avenue,3
18213,sales,04-Dec-23,C3,A4,Cinthol,3
18214,sales,04-Dec-23,C3,A5,Dove,2
18215,sales,04-Dec-23,C3,A6,Medimix,9
18216,sales,04-Dec-23,C4,A1,Hamam,7
18217,sales,04-Dec-23,C4,A2,LUX,2
18218,sales,04-Dec-23,C4,A3,Park Avenue,9
18219,sales,04-Dec-23,C4,A4,Cinthol,3
18220,sales,04-Dec-23,C4,A5,Dove,7
18221,sales,04-Dec-23,C4,A6,Medimix,4
18222,sales,04-Dec-23,C5,A1,Hamam,7
18223,sales,04-Dec-23,C5,A2,LUX,2
18224,sales,04-Dec-23,C5,A3,Park Avenue,7
18225,sales,04-Dec-23,C5,A4,Cinthol,5
18226,sales,04-Dec-23,C5,A5,Dove,10
18227,sales,04-Dec-23,C5,A6,Medimix,2
18228,sales,04-Dec-23,C6,A1,Hamam,7
18229,sales,04-Dec-23,C6,A2,LUX,6
18230,sales,04-Dec-23,C6,A3,Park Avenue,1
18231,sales,04-Dec-23,C6,A4,Cinthol,6
18232,sales,04-Dec-23,C6,A5,Dove,10
18233,sales,04-Dec-23,C6,A6,Medimix,3
18234,sales,04-Dec-23,C7,A1,Hamam,3
18235,sales,04-Dec-23,C7,A2,LUX,1
18236,sales,04-Dec-23,C7,A3,Park Avenue,3
18237,sales,04-Dec-23,C7,A4,Cinthol,6
18238,sales,04-Dec-23,C7,A5,Dove,9
18239,sales,04-Dec-23,C7,A6,Medimix,2
18240,sales,04-Dec-23,C8,A1,Hamam,1
18241,sales,04-Dec-23,C8,A2,LUX,4
18242,sales,04-Dec-23,C8,A3,Park Avenue,5
18243,sales,04-Dec-23,C8,A4,Cinthol,7
18244,sales,04-Dec-23,C8,A5,Dove,8
18245,sales,04-Dec-23,C8,A6,Medimix,4
18246,sales,04-Dec-23,C9,A1,Hamam,10
18247,sales,04-Dec-23,C9,A2,LUX,3
18248,sales,04-Dec-23,C9,A3,Park Avenue,9
18249,sales,04-Dec-23,C9,A4,Cinthol,4
18250,sales,04-Dec-23,C9,A5,Dove,1
18251,sales,04-Dec-23,C9,A6,Medimix,5
18252,sales,05-Dec-23,C1,A1,Hamam,3
18253,sales,05-Dec-23,C1,A2,LUX,7
18254,sales,05-Dec-23,C1,A3,Park Avenue,7
18255,sales,05-Dec-23,C1,A4,Cinthol,9
18256,sales,05-Dec-23,C1,A5,Dove,10
18257,sales,05-Dec-23,C1,A6,Medimix,2
18258,sales,05-Dec-23,C2,A1,Hamam,5
18259,sales,05-Dec-23,C2,A2,LUX,9
18260,sales,05-Dec-23,C2,A3,Park Avenue,6
18261,sales,05-Dec-23,C2,A4,Cinthol,1
18262,sales,05-Dec-23,C2,A5,Dove,4
18263,sales,05-Dec-23,C2,A6,Medimix,8
18264,sales,05-Dec-23,C3,A1,Hamam,10
18265,sales,05-Dec-23,C3,A2,LUX,6
18266,sales,05-Dec-23,C3,A3,Park Avenue,8
18267,sales,05-Dec-23,C3,A4,Cinthol,2
18268,sales,05-Dec-23,C3,A5,Dove,8
18269,sales,05-Dec-23,C3,A6,Medimix,8
18270,sales,05-Dec-23,C4,A1,Hamam,10
18271,sales,05-Dec-23,C4,A2,LUX,3
18272,sales,05-Dec-23,C4,A3,Park Avenue,5
18273,sales,05-Dec-23,C4,A4,Cinthol,3
18274,sales,05-Dec-23,C4,A5,Dove,3
18275,sales,05-Dec-23,C4,A6,Medimix,6
18276,sales,05-Dec-23,C5,A1,Hamam,4
18277,sales,05-Dec-23,C5,A2,LUX,7
18278,sales,05-Dec-23,C5,A3,Park Avenue,2
18279,sales,05-Dec-23,C5,A4,Cinthol,1
18280,sales,05-Dec-23,C5,A5,Dove,8
18281,sales,05-Dec-23,C5,A6,Medimix,4
18282,sales,05-Dec-23,C6,A1,Hamam,3
18283,sales,05-Dec-23,C6,A2,LUX,8
18284,sales,05-Dec-23,C6,A3,Park Avenue,1
18285,sales,05-Dec-23,C6,A4,Cinthol,2
18286,sales,05-Dec-23,C6,A5,Dove,4
18287,sales,05-Dec-23,C6,A6,Medimix,1
18288,sales,05-Dec-23,C7,A1,Hamam,10
18289,sales,05-Dec-23,C7,A2,LUX,10
18290,sales,05-Dec-23,C7,A3,Park Avenue,7
18291,sales,05-Dec-23,C7,A4,Cinthol,9
18292,sales,05-Dec-23,C7,A5,Dove,9
18293,sales,05-Dec-23,C7,A6,Medimix,4
18294,sales,05-Dec-23,C8,A1,Hamam,5
18295,sales,05-Dec-23,C8,A2,LUX,5
18296,sales,05-Dec-23,C8,A3,Park Avenue,2
18297,sales,05-Dec-23,C8,A4,Cinthol,7
18298,sales,05-Dec-23,C8,A5,Dove,7
18299,sales,05-Dec-23,C8,A6,Medimix,7
18300,sales,05-Dec-23,C9,A1,Hamam,6
18301,sales,05-Dec-23,C9,A2,LUX,9
18302,sales,05-Dec-23,C9,A3,Park Avenue,5
18303,sales,05-Dec-23,C9,A4,Cinthol,4
18304,sales,05-Dec-23,C9,A5,Dove,2
18305,sales,05-Dec-23,C9,A6,Medimix,10
18306,sales,06-Dec-23,C1,A1,Hamam,2
18307,sales,06-Dec-23,C1,A2,LUX,10
18308,sales,06-Dec-23,C1,A3,Park Avenue,7
18309,sales,06-Dec-23,C1,A4,Cinthol,7
18310,sales,06-Dec-23,C1,A5,Dove,3
18311,sales,06-Dec-23,C1,A6,Medimix,7
18312,sales,06-Dec-23,C2,A1,Hamam,8
18313,sales,06-Dec-23,C2,A2,LUX,10
18314,sales,06-Dec-23,C2,A3,Park Avenue,1
18315,sales,06-Dec-23,C2,A4,Cinthol,6
18316,sales,06-Dec-23,C2,A5,Dove,2
18317,sales,06-Dec-23,C2,A6,Medimix,5
18318,sales,06-Dec-23,C3,A1,Hamam,7
18319,sales,06-Dec-23,C3,A2,LUX,2
18320,sales,06-Dec-23,C3,A3,Park Avenue,8
18321,sales,06-Dec-23,C3,A4,Cinthol,3
18322,sales,06-Dec-23,C3,A5,Dove,9
18323,sales,06-Dec-23,C3,A6,Medimix,1
18324,sales,06-Dec-23,C4,A1,Hamam,3
18325,sales,06-Dec-23,C4,A2,LUX,3
18326,sales,06-Dec-23,C4,A3,Park Avenue,1
18327,sales,06-Dec-23,C4,A4,Cinthol,8
18328,sales,06-Dec-23,C4,A5,Dove,1
18329,sales,06-Dec-23,C4,A6,Medimix,9
18330,sales,06-Dec-23,C5,A1,Hamam,9
18331,sales,06-Dec-23,C5,A2,LUX,6
18332,sales,06-Dec-23,C5,A3,Park Avenue,6
18333,sales,06-Dec-23,C5,A4,Cinthol,8
18334,sales,06-Dec-23,C5,A5,Dove,9
18335,sales,06-Dec-23,C5,A6,Medimix,8
18336,sales,06-Dec-23,C6,A1,Hamam,1
18337,sales,06-Dec-23,C6,A2,LUX,5
18338,sales,06-Dec-23,C6,A3,Park Avenue,10
18339,sales,06-Dec-23,C6,A4,Cinthol,2
18340,sales,06-Dec-23,C6,A5,Dove,5
18341,sales,06-Dec-23,C6,A6,Medimix,2
18342,sales,06-Dec-23,C7,A1,Hamam,7
18343,sales,06-Dec-23,C7,A2,LUX,10
18344,sales,06-Dec-23,C7,A3,Park Avenue,3
18345,sales,06-Dec-23,C7,A4,Cinthol,2
18346,sales,06-Dec-23,C7,A5,Dove,3
18347,sales,06-Dec-23,C7,A6,Medimix,8
18348,sales,06-Dec-23,C8,A1,Hamam,4
18349,sales,06-Dec-23,C8,A2,LUX,7
18350,sales,06-Dec-23,C8,A3,Park Avenue,3
18351,sales,06-Dec-23,C8,A4,Cinthol,10
18352,sales,06-Dec-23,C8,A5,Dove,5
18353,sales,06-Dec-23,C8,A6,Medimix,2
18354,sales,06-Dec-23,C9,A1,Hamam,8
18355,sales,06-Dec-23,C9,A2,LUX,3
18356,sales,06-Dec-23,C9,A3,Park Avenue,7
18357,sales,06-Dec-23,C9,A4,Cinthol,10
18358,sales,06-Dec-23,C9,A5,Dove,4
18359,sales,06-Dec-23,C9,A6,Medimix,9
18360,sales,07-Dec-23,C1,A1,Hamam,2
18361,sales,07-Dec-23,C1,A2,LUX,6
18362,sales,07-Dec-23,C1,A3,Park Avenue,5
18363,sales,07-Dec-23,C1,A4,Cinthol,4
18364,sales,07-Dec-23,C1,A5,Dove,6
18365,sales,07-Dec-23,C1,A6,Medimix,1
18366,sales,07-Dec-23,C2,A1,Hamam,9
18367,sales,07-Dec-23,C2,A2,LUX,5
18368,sales,07-Dec-23,C2,A3,Park Avenue,2
18369,sales,07-Dec-23,C2,A4,Cinthol,6
18370,sales,07-Dec-23,C2,A5,Dove,7
18371,sales,07-Dec-23,C2,A6,Medimix,4
18372,sales,07-Dec-23,C3,A1,Hamam,9
18373,sales,07-Dec-23,C3,A2,LUX,10
18374,sales,07-Dec-23,C3,A3,Park Avenue,9
18375,sales,07-Dec-23,C3,A4,Cinthol,9
18376,sales,07-Dec-23,C3,A5,Dove,2
18377,sales,07-Dec-23,C3,A6,Medimix,10
18378,sales,07-Dec-23,C4,A1,Hamam,5
18379,sales,07-Dec-23,C4,A2,LUX,2
18380,sales,07-Dec-23,C4,A3,Park Avenue,2
18381,sales,07-Dec-23,C4,A4,Cinthol,7
18382,sales,07-Dec-23,C4,A5,Dove,3
18383,sales,07-Dec-23,C4,A6,Medimix,1
18384,sales,07-Dec-23,C5,A1,Hamam,10
18385,sales,07-Dec-23,C5,A2,LUX,1
18386,sales,07-Dec-23,C5,A3,Park Avenue,1
18387,sales,07-Dec-23,C5,A4,Cinthol,1
18388,sales,07-Dec-23,C5,A5,Dove,7
18389,sales,07-Dec-23,C5,A6,Medimix,3
18390,sales,07-Dec-23,C6,A1,Hamam,6
18391,sales,07-Dec-23,C6,A2,LUX,10
18392,sales,07-Dec-23,C6,A3,Park Avenue,6
18393,sales,07-Dec-23,C6,A4,Cinthol,3
18394,sales,07-Dec-23,C6,A5,Dove,8
18395,sales,07-Dec-23,C6,A6,Medimix,6
18396,sales,07-Dec-23,C7,A1,Hamam,6
18397,sales,07-Dec-23,C7,A2,LUX,6
18398,sales,07-Dec-23,C7,A3,Park Avenue,4
18399,sales,07-Dec-23,C7,A4,Cinthol,10
18400,sales,07-Dec-23,C7,A5,Dove,7
18401,sales,07-Dec-23,C7,A6,Medimix,10
18402,sales,07-Dec-23,C8,A1,Hamam,10
18403,sales,07-Dec-23,C8,A2,LUX,7
18404,sales,07-Dec-23,C8,A3,Park Avenue,1
18405,sales,07-Dec-23,C8,A4,Cinthol,6
18406,sales,07-Dec-23,C8,A5,Dove,5
18407,sales,07-Dec-23,C8,A6,Medimix,4
18408,sales,07-Dec-23,C9,A1,Hamam,1
18409,sales,07-Dec-23,C9,A2,LUX,6
18410,sales,07-Dec-23,C9,A3,Park Avenue,9
18411,sales,07-Dec-23,C9,A4,Cinthol,8
18412,sales,07-Dec-23,C9,A5,Dove,2
18413,sales,07-Dec-23,C9,A6,Medimix,1
18414,sales,08-Dec-23,C1,A1,Hamam,9
18415,sales,08-Dec-23,C1,A2,LUX,5
18416,sales,08-Dec-23,C1,A3,Park Avenue,5
18417,sales,08-Dec-23,C1,A4,Cinthol,10
18418,sales,08-Dec-23,C1,A5,Dove,1
18419,sales,08-Dec-23,C1,A6,Medimix,8
18420,sales,08-Dec-23,C2,A1,Hamam,1
18421,sales,08-Dec-23,C2,A2,LUX,1
18422,sales,08-Dec-23,C2,A3,Park Avenue,1
18423,sales,08-Dec-23,C2,A4,Cinthol,8
18424,sales,08-Dec-23,C2,A5,Dove,6
18425,sales,08-Dec-23,C2,A6,Medimix,9
18426,sales,08-Dec-23,C3,A1,Hamam,7
18427,sales,08-Dec-23,C3,A2,LUX,4
18428,sales,08-Dec-23,C3,A3,Park Avenue,4
18429,sales,08-Dec-23,C3,A4,Cinthol,6
18430,sales,08-Dec-23,C3,A5,Dove,3
18431,sales,08-Dec-23,C3,A6,Medimix,2
18432,sales,08-Dec-23,C4,A1,Hamam,7
18433,sales,08-Dec-23,C4,A2,LUX,8
18434,sales,08-Dec-23,C4,A3,Park Avenue,3
18435,sales,08-Dec-23,C4,A4,Cinthol,1
18436,sales,08-Dec-23,C4,A5,Dove,2
18437,sales,08-Dec-23,C4,A6,Medimix,9
18438,sales,08-Dec-23,C5,A1,Hamam,5
18439,sales,08-Dec-23,C5,A2,LUX,10
18440,sales,08-Dec-23,C5,A3,Park Avenue,9
18441,sales,08-Dec-23,C5,A4,Cinthol,10
18442,sales,08-Dec-23,C5,A5,Dove,6
18443,sales,08-Dec-23,C5,A6,Medimix,7
18444,sales,08-Dec-23,C6,A1,Hamam,10
18445,sales,08-Dec-23,C6,A2,LUX,10
18446,sales,08-Dec-23,C6,A3,Park Avenue,7
18447,sales,08-Dec-23,C6,A4,Cinthol,10
18448,sales,08-Dec-23,C6,A5,Dove,10
18449,sales,08-Dec-23,C6,A6,Medimix,2
18450,sales,08-Dec-23,C7,A1,Hamam,1
18451,sales,08-Dec-23,C7,A2,LUX,10
18452,sales,08-Dec-23,C7,A3,Park Avenue,7
18453,sales,08-Dec-23,C7,A4,Cinthol,4
18454,sales,08-Dec-23,C7,A5,Dove,6
18455,sales,08-Dec-23,C7,A6,Medimix,6
18456,sales,08-Dec-23,C8,A1,Hamam,8
18457,sales,08-Dec-23,C8,A2,LUX,8
18458,sales,08-Dec-23,C8,A3,Park Avenue,4
18459,sales,08-Dec-23,C8,A4,Cinthol,4
18460,sales,08-Dec-23,C8,A5,Dove,7
18461,sales,08-Dec-23,C8,A6,Medimix,6
18462,sales,08-Dec-23,C9,A1,Hamam,7
18463,sales,08-Dec-23,C9,A2,LUX,7
18464,sales,08-Dec-23,C9,A3,Park Avenue,8
18465,sales,08-Dec-23,C9,A4,Cinthol,1
18466,sales,08-Dec-23,C9,A5,Dove,8
18467,sales,08-Dec-23,C9,A6,Medimix,4
18468,sales,09-Dec-23,C1,A1,Hamam,1
18469,sales,09-Dec-23,C1,A2,LUX,7
18470,sales,09-Dec-23,C1,A3,Park Avenue,9
18471,sales,09-Dec-23,C1,A4,Cinthol,3
18472,sales,09-Dec-23,C1,A5,Dove,8
18473,sales,09-Dec-23,C1,A6,Medimix,1
18474,sales,09-Dec-23,C2,A1,Hamam,2
18475,sales,09-Dec-23,C2,A2,LUX,7
18476,sales,09-Dec-23,C2,A3,Park Avenue,5
18477,sales,09-Dec-23,C2,A4,Cinthol,2
18478,sales,09-Dec-23,C2,A5,Dove,7
18479,sales,09-Dec-23,C2,A6,Medimix,1
18480,sales,09-Dec-23,C3,A1,Hamam,9
18481,sales,09-Dec-23,C3,A2,LUX,4
18482,sales,09-Dec-23,C3,A3,Park Avenue,1
18483,sales,09-Dec-23,C3,A4,Cinthol,5
18484,sales,09-Dec-23,C3,A5,Dove,6
18485,sales,09-Dec-23,C3,A6,Medimix,10
18486,sales,09-Dec-23,C4,A1,Hamam,5
18487,sales,09-Dec-23,C4,A2,LUX,4
18488,sales,09-Dec-23,C4,A3,Park Avenue,4
18489,sales,09-Dec-23,C4,A4,Cinthol,6
18490,sales,09-Dec-23,C4,A5,Dove,10
18491,sales,09-Dec-23,C4,A6,Medimix,7
18492,sales,09-Dec-23,C5,A1,Hamam,5
18493,sales,09-Dec-23,C5,A2,LUX,8
18494,sales,09-Dec-23,C5,A3,Park Avenue,1
18495,sales,09-Dec-23,C5,A4,Cinthol,4
18496,sales,09-Dec-23,C5,A5,Dove,1
18497,sales,09-Dec-23,C5,A6,Medimix,7
18498,sales,09-Dec-23,C6,A1,Hamam,6
18499,sales,09-Dec-23,C6,A2,LUX,2
18500,sales,09-Dec-23,C6,A3,Park Avenue,7
18501,sales,09-Dec-23,C6,A4,Cinthol,1
18502,sales,09-Dec-23,C6,A5,Dove,1
18503,sales,09-Dec-23,C6,A6,Medimix,6
18504,sales,09-Dec-23,C7,A1,Hamam,7
18505,sales,09-Dec-23,C7,A2,LUX,3
18506,sales,09-Dec-23,C7,A3,Park Avenue,8
18507,sales,09-Dec-23,C7,A4,Cinthol,1
18508,sales,09-Dec-23,C7,A5,Dove,1
18509,sales,09-Dec-23,C7,A6,Medimix,6
18510,sales,09-Dec-23,C8,A1,Hamam,5
18511,sales,09-Dec-23,C8,A2,LUX,8
18512,sales,09-Dec-23,C8,A3,Park Avenue,3
18513,sales,09-Dec-23,C8,A4,Cinthol,8
18514,sales,09-Dec-23,C8,A5,Dove,4
18515,sales,09-Dec-23,C8,A6,Medimix,5
18516,sales,09-Dec-23,C9,A1,Hamam,4
18517,sales,09-Dec-23,C9,A2,LUX,8
18518,sales,09-Dec-23,C9,A3,Park Avenue,4
18519,sales,09-Dec-23,C9,A4,Cinthol,8
18520,sales,09-Dec-23,C9,A5,Dove,5
18521,sales,09-Dec-23,C9,A6,Medimix,6
18522,sales,10-Dec-23,C1,A1,Hamam,9
18523,sales,10-Dec-23,C1,A2,LUX,2
18524,sales,10-Dec-23,C1,A3,Park Avenue,1
18525,sales,10-Dec-23,C1,A4,Cinthol,10
18526,sales,10-Dec-23,C1,A5,Dove,5
18527,sales,10-Dec-23,C1,A6,Medimix,4
18528,sales,10-Dec-23,C2,A1,Hamam,3
18529,sales,10-Dec-23,C2,A2,LUX,5
18530,sales,10-Dec-23,C2,A3,Park Avenue,4
18531,sales,10-Dec-23,C2,A4,Cinthol,6
18532,sales,10-Dec-23,C2,A5,Dove,1
18533,sales,10-Dec-23,C2,A6,Medimix,8
18534,sales,10-Dec-23,C3,A1,Hamam,7
18535,sales,10-Dec-23,C3,A2,LUX,7
18536,sales,10-Dec-23,C3,A3,Park Avenue,6
18537,sales,10-Dec-23,C3,A4,Cinthol,9
18538,sales,10-Dec-23,C3,A5,Dove,3
18539,sales,10-Dec-23,C3,A6,Medimix,4
18540,sales,10-Dec-23,C4,A1,Hamam,6
18541,sales,10-Dec-23,C4,A2,LUX,1
18542,sales,10-Dec-23,C4,A3,Park Avenue,6
18543,sales,10-Dec-23,C4,A4,Cinthol,6
18544,sales,10-Dec-23,C4,A5,Dove,10
18545,sales,10-Dec-23,C4,A6,Medimix,3
18546,sales,10-Dec-23,C5,A1,Hamam,8
18547,sales,10-Dec-23,C5,A2,LUX,4
18548,sales,10-Dec-23,C5,A3,Park Avenue,3
18549,sales,10-Dec-23,C5,A4,Cinthol,3
18550,sales,10-Dec-23,C5,A5,Dove,1
18551,sales,10-Dec-23,C5,A6,Medimix,7
18552,sales,10-Dec-23,C6,A1,Hamam,6
18553,sales,10-Dec-23,C6,A2,LUX,2
18554,sales,10-Dec-23,C6,A3,Park Avenue,1
18555,sales,10-Dec-23,C6,A4,Cinthol,2
18556,sales,10-Dec-23,C6,A5,Dove,3
18557,sales,10-Dec-23,C6,A6,Medimix,2
18558,sales,10-Dec-23,C7,A1,Hamam,3
18559,sales,10-Dec-23,C7,A2,LUX,7
18560,sales,10-Dec-23,C7,A3,Park Avenue,10
18561,sales,10-Dec-23,C7,A4,Cinthol,6
18562,sales,10-Dec-23,C7,A5,Dove,9
18563,sales,10-Dec-23,C7,A6,Medimix,7
18564,sales,10-Dec-23,C8,A1,Hamam,10
18565,sales,10-Dec-23,C8,A2,LUX,8
18566,sales,10-Dec-23,C8,A3,Park Avenue,9
18567,sales,10-Dec-23,C8,A4,Cinthol,3
18568,sales,10-Dec-23,C8,A5,Dove,1
18569,sales,10-Dec-23,C8,A6,Medimix,2
18570,sales,10-Dec-23,C9,A1,Hamam,5
18571,sales,10-Dec-23,C9,A2,LUX,1
18572,sales,10-Dec-23,C9,A3,Park Avenue,4
18573,sales,10-Dec-23,C9,A4,Cinthol,8
18574,sales,10-Dec-23,C9,A5,Dove,9
18575,sales,10-Dec-23,C9,A6,Medimix,5
18576,sales,11-Dec-23,C1,A1,Hamam,4
18577,sales,11-Dec-23,C1,A2,LUX,2
18578,sales,11-Dec-23,C1,A3,Park Avenue,6
18579,sales,11-Dec-23,C1,A4,Cinthol,1
18580,sales,11-Dec-23,C1,A5,Dove,5
18581,sales,11-Dec-23,C1,A6,Medimix,8
18582,sales,11-Dec-23,C2,A1,Hamam,6
18583,sales,11-Dec-23,C2,A2,LUX,8
18584,sales,11-Dec-23,C2,A3,Park Avenue,10
18585,sales,11-Dec-23,C2,A4,Cinthol,7
18586,sales,11-Dec-23,C2,A5,Dove,6
18587,sales,11-Dec-23,C2,A6,Medimix,10
18588,sales,11-Dec-23,C3,A1,Hamam,7
18589,sales,11-Dec-23,C3,A2,LUX,9
18590,sales,11-Dec-23,C3,A3,Park Avenue,1
18591,sales,11-Dec-23,C3,A4,Cinthol,8
18592,sales,11-Dec-23,C3,A5,Dove,4
18593,sales,11-Dec-23,C3,A6,Medimix,1
18594,sales,11-Dec-23,C4,A1,Hamam,4
18595,sales,11-Dec-23,C4,A2,LUX,9
18596,sales,11-Dec-23,C4,A3,Park Avenue,8
18597,sales,11-Dec-23,C4,A4,Cinthol,3
18598,sales,11-Dec-23,C4,A5,Dove,9
18599,sales,11-Dec-23,C4,A6,Medimix,5
18600,sales,11-Dec-23,C5,A1,Hamam,7
18601,sales,11-Dec-23,C5,A2,LUX,6
18602,sales,11-Dec-23,C5,A3,Park Avenue,9
18603,sales,11-Dec-23,C5,A4,Cinthol,7
18604,sales,11-Dec-23,C5,A5,Dove,7
18605,sales,11-Dec-23,C5,A6,Medimix,2
18606,sales,11-Dec-23,C6,A1,Hamam,1
18607,sales,11-Dec-23,C6,A2,LUX,4
18608,sales,11-Dec-23,C6,A3,Park Avenue,3
18609,sales,11-Dec-23,C6,A4,Cinthol,3
18610,sales,11-Dec-23,C6,A5,Dove,2
18611,sales,11-Dec-23,C6,A6,Medimix,7
18612,sales,11-Dec-23,C7,A1,Hamam,1
18613,sales,11-Dec-23,C7,A2,LUX,8
18614,sales,11-Dec-23,C7,A3,Park Avenue,1
18615,sales,11-Dec-23,C7,A4,Cinthol,1
18616,sales,11-Dec-23,C7,A5,Dove,4
18617,sales,11-Dec-23,C7,A6,Medimix,7
18618,sales,11-Dec-23,C8,A1,Hamam,8
18619,sales,11-Dec-23,C8,A2,LUX,3
18620,sales,11-Dec-23,C8,A3,Park Avenue,6
18621,sales,11-Dec-23,C8,A4,Cinthol,1
18622,sales,11-Dec-23,C8,A5,Dove,5
18623,sales,11-Dec-23,C8,A6,Medimix,10
18624,sales,11-Dec-23,C9,A1,Hamam,9
18625,sales,11-Dec-23,C9,A2,LUX,10
18626,sales,11-Dec-23,C9,A3,Park Avenue,8
18627,sales,11-Dec-23,C9,A4,Cinthol,7
18628,sales,11-Dec-23,C9,A5,Dove,6
18629,sales,11-Dec-23,C9,A6,Medimix,1
18630,sales,12-Dec-23,C1,A1,Hamam,2
18631,sales,12-Dec-23,C1,A2,LUX,5
18632,sales,12-Dec-23,C1,A3,Park Avenue,8
18633,sales,12-Dec-23,C1,A4,Cinthol,1
18634,sales,12-Dec-23,C1,A5,Dove,10
18635,sales,12-Dec-23,C1,A6,Medimix,9
18636,sales,12-Dec-23,C2,A1,Hamam,8
18637,sales,12-Dec-23,C2,A2,LUX,9
18638,sales,12-Dec-23,C2,A3,Park Avenue,10
18639,sales,12-Dec-23,C2,A4,Cinthol,8
18640,sales,12-Dec-23,C2,A5,Dove,3
18641,sales,12-Dec-23,C2,A6,Medimix,3
18642,sales,12-Dec-23,C3,A1,Hamam,5
18643,sales,12-Dec-23,C3,A2,LUX,2
18644,sales,12-Dec-23,C3,A3,Park Avenue,2
18645,sales,12-Dec-23,C3,A4,Cinthol,8
18646,sales,12-Dec-23,C3,A5,Dove,3
18647,sales,12-Dec-23,C3,A6,Medimix,10
18648,sales,12-Dec-23,C4,A1,Hamam,5
18649,sales,12-Dec-23,C4,A2,LUX,10
18650,sales,12-Dec-23,C4,A3,Park Avenue,6
18651,sales,12-Dec-23,C4,A4,Cinthol,10
18652,sales,12-Dec-23,C4,A5,Dove,4
18653,sales,12-Dec-23,C4,A6,Medimix,10
18654,sales,12-Dec-23,C5,A1,Hamam,9
18655,sales,12-Dec-23,C5,A2,LUX,3
18656,sales,12-Dec-23,C5,A3,Park Avenue,6
18657,sales,12-Dec-23,C5,A4,Cinthol,9
18658,sales,12-Dec-23,C5,A5,Dove,7
18659,sales,12-Dec-23,C5,A6,Medimix,10
18660,sales,12-Dec-23,C6,A1,Hamam,8
